,cctvid,vdid,dist,cctv_url
370,nfbCCTV-N3-N-80.37-M,nfbVD-N3-N-80.260-M-LOOP,0.11388984609726634,"http://210.242.179.85/vStream.php?pm=211,A58,14"
371,nfbCCTV-N3-S-19.659-M,nfbVD-N3-S-19.334-M-LOOP,0.03548112196506172,"http://cctvn01.freeway.gov.tw/vStream.php?pm=171,A35,8"
372,nfbCCTV-N1-N-102.046-M,nfbVD-N1-N-101.510-M-LOOP,0.37442301986894766,http://210.241.63.120/abs2mjpg/bmjpg?camera=350
373,nfbCCTV-N1H-N-30.25-M,nfbVD-N1H-N-30.512-M-LOOP,0.2627034631031652,"http://210.242.179.85/vStream.php?pm=210,A57,56"
374,nfbCCTV-N1-S-106.4-M,nfbVD-N1-S-105.985-M-LOOP,0.39428147302551325,http://210.241.63.120/abs2mjpg/bmjpg?camera=352
375,nfbCCTV-N1-S-366.1-M,nfbVD-N1-S-365.930-N-Loop,0.09071385776398652,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=173
376,nfbCCTV-N3-S-128.3-M,nfbVD-N3-S-127.696-M-LOOP,0.5952380020661386,http://210.241.63.120/abs2mjpg/bmjpg?camera=11
377,nfbCCTV-N1-N-256.99-M,nfbVD-N1-N-257-I-EN-21-Loop,0.12526205537904933,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=362
378,nfbCCTV-N5-S-8.062-M,nfbVD-N5-S-7.577-M,0.5301233986533842,http://202.39.180.202:8081/mjpeg/X01001604900201
379,nfbCCTV-N3A-E-2.71-M,nfbVD-N3A-E-2.680-M-LOOP,0.07105003874833489,"http://210.242.179.85/vStream.php?pm=210,A57,15"
380,nfbCCTV-N1-N-321.7-M,nfbVD-N1-N-321.750-M-RS,0.025033221445160386,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=90
381,nfbCCTV-N1-N-13.74-M,nfbVD-N1-N-13.843-M-LOOP,0.1229294174339743,"http://cctvn01.freeway.gov.tw/vStream.php?pm=162,A42,27"
382,nfbCCTV-N3-S-184.828-M,nfbVD-N3-S-184.846-M-LOOP,0.016690366246170544,http://210.241.63.120/abs2mjpg/bmjpg?camera=366
383,nfbCCTV-N5-S-38.25-M,nfbVD-N5-S-41.298-M,0.33509973043797975,http://202.39.180.202:8081/mjpeg/X01001513108101
384,nfbCCTV-N1-N-327.44-M,nfbVD-N1-N-327-O-SE-1B-Loop,0.021110953128018035,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=367
385,nfbCCTV-T74-E-25.994-M,nfbVD-T74-E-26.050-M-RS,0.034507298451467994,http://210.241.63.120/abs2mjpg/bmjpg?camera=388
386,nfbCCTV-N3-N-101.45-M,nfbVD-N3-N-100-I-WN-22-新竹系統,0.698541835708679,"http://210.242.179.85/vStream.php?pm=211,A58,4"
387,nfbCCTV-N1-N-77.53-M,nfbVD-N1-N-78.140-M-LOOP,0.6909649858324721,"http://210.242.179.85/vStream.php?pm=211,A58,25"
388,nfbCCTV-T66-E-10.8-M,nfbVD-T66-E-11-O-WN-2-新屋,0.0,"http://cctvn01.freeway.gov.tw/vStream.php?pm=168,A32,19"
389,nfbCCTV-N3A-W-2.68-M,nfbVD-N3A-W-2.548-M-LOOP,0.11765237968076557,"http://210.242.179.85/vStream.php?pm=211,A58,55"
390,nfbCCTV-T86-E-10.648-M,nfbVD-T86-E-10.790-M-RS,0.18289756567925053,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=85
391,nfbCCTV-N3-S-34.969-M,nfbVD-N3-S-34.835-M-LOOP,0.1258539689994782,"http://cctvn01.freeway.gov.tw/vStream.php?pm=166,A30,20"
392,nfbCCTV-N1H-N-63.265-M,nfbVD-N1H-N-63.500-M-LOOP,0.15239842001796114,"http://cctvn01.freeway.gov.tw/vStream.php?pm=C1,1631"
393,nfbCCTV-N1-N-312.008-M,nfbVD-N1-N-312.700-M-Loop,0.39735244998954017,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=383
394,nfbCCTV-N3-S-162.7-M,nfbVD-N3-S-162.640-M-LOOP,0.044017454145376306,http://210.241.63.120/abs2mjpg/bmjpg?camera=25
395,nfbCCTV-N1-S-371-M,nfbVD-N1-S-371.010-M-Loop,0.005079243299154757,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=174
396,nfbCCTV-N5-S-46.36-M,nfbVD-N5-S-48.040-M,0.3487663383691355,http://202.39.180.202:8081/mjpeg/X01001614801001
397,nfbCCTV-N1-S-156.025-M,nfbVD-N1-S-156.040-M-LOOP,0.011845680811614998,http://210.241.63.120/abs2mjpg/bmjpg?camera=199
398,nfbCCTV-N3-N-23.08-M,nfbVD-N3-N-22.624-M-LOOP,0.07025480047226888,"http://cctvn01.freeway.gov.tw/vStream.php?pm=169,A33,19"
399,nfbCCTV-N1-S-306.005-M,nfbVD-N1-S-305.950-M-RS,0.02997163472133679,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=382
400,nfbCCTV-N5-N-0.714-M,nfbVD-N5-N-0.706-M,0.008034456159123059,http://202.39.180.202:8081/mjpeg/X01001602800301
401,nfbCCTV-N3-S-114.58-M,nfbVD-N3-S-114.967-M-LOOP,0.39932133439856876,http://210.241.63.120/abs2mjpg/bmjpg?camera=245
402,nfbCCTV-N3-S-35.33-M,nfbVD-N3-S-35.345-M-LOOP,0.15904371918184199,"http://cctvn01.freeway.gov.tw/vStream.php?pm=167,A31,18"
403,nfbCCTV-N3-S-96.6-M,nfbVD-N3-S-96.340-M-LOOP,0.38735368589475827,"http://cctvn01.freeway.gov.tw/vStream.php?pm=210,A55,49"
404,nfbCCTV-T72-E-28.895-M,nfbVD-T72-E-28.93-M-OH,0.043952264029408494,http://210.241.63.120/abs2mjpg/bmjpg?camera=312
405,nfbCCTV-N6-W-19.158-M,nfbVD-N6-W-19.822-M-OH,0.6872719620560571,http://210.241.63.120/abs2mjpg/bmjpg?camera=101
406,nfbCCTV-N1-N-335.15-M,nfbVD-N1-N-335-R-SE-1-Loop,0.031057998191754074,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=69
407,nfbCCTV-N1H-N-40.621-M,nfbVD-N1H-N-40.621-M-RS,0.011892326016472193,"http://cctvn01.freeway.gov.tw/vStream.php?pm=C1,1400"
408,nfbCCTV-N1-N-189-M,nfbVD-N1-N-188.940-N-LOOP,0.06499054012259306,http://210.241.63.120/abs2mjpg/bmjpg?camera=221
409,nfbCCTV-T76-E-27.48-M,nfbVD-T76-E-27.000-N-RS,0.2690441592449646,http://210.241.63.120/abs2mjpg/bmjpg?camera=123
410,nfbCCTV-N1-N-0.3-M,nfbVD-N1-N-373-I-EN-1-RS,0.04117285290912747,"http://cctvn01.freeway.gov.tw/vStream.php?pm=161,A41,12"
411,nfbCCTV-T72-W-9.72-M,nfbVD-T72-W-9.985-N-RS,0.17387705815358245,http://210.241.63.120/abs2mjpg/bmjpg?camera=301
412,nfbCCTV-T64-E-3.55-M,nfbVD-T64-E-3.34-M-OH,0.1329406383021982,http://117.56.170.55/T64-3K%2b550
413,nfbCCTV-N1-S-278.988-M,nfbVD-N1-S-279.004-M-Loop,0.010397007174526789,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=378
414,nfbCCTV-N1-N-163.36-M,nfbVD-N1-N-163.450-M-LOOP,0.04698375776465315,http://210.241.63.120/abs2mjpg/bmjpg?camera=404
415,nfbCCTV-N3-S-415.552-M,nfbVD-N3-S-415.306-N-Loop,0.1349104835108205,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=353
416,nfbCCTV-N3-S-217.201-M,nfbVD-N3-S-217-I-WS-1X-南下入口2,0.1494316714504182,http://210.241.63.120/abs2mjpg/bmjpg?camera=277
417,nfbCCTV-N3-N-34.788-M,nfbVD-N3-N-34.723-M-LOOP,0.1786883072463099,"http://cctvn01.freeway.gov.tw/vStream.php?pm=168,A32,12"
418,nfbCCTV-T62-W-17.81-M,nfbVD-T62-W-17.85-M-OH,0.0029560899153643167,http://117.56.12.145/T62-17K%2b818
419,nfbCCTV-N1-N-1.94-M,nfbVD-N1-N-1.950-M-LOOP,0.03731720722745333,"http://cctvn01.freeway.gov.tw/vStream.php?pm=160,A40,1"
420,nfbCCTV-N3-N-294.095-M,nfbVD-N3-N-294.270-M-Loop,0.09400324714164024,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=191
421,nfbCCTV-N1H-S-24.24-M,nfbVD-N1-S-24.400-M-RS,0.13788677289520537,"http://cctvn01.freeway.gov.tw/vStream.php?pm=162,A42,30"
422,nfbCCTV-N1-N-3.18-M,nfbVD-N1-N-3.000-M-LOOP,0.1410270324123696,"http://cctvn01.freeway.gov.tw/vStream.php?pm=162,A42,25"
423,nfbCCTV-N1-S-196.72-M,nfbVD-N1-S-196.520-M-LOOP,0.13078674966122428,http://210.241.63.120/abs2mjpg/bmjpg?camera=224
424,nfbCCTV-N3-N-25.1-M,nfbVD-N3-N-25.335-M-RS,0.30284283370092163,"http://cctvn01.freeway.gov.tw/vStream.php?pm=211,A56,16"
425,nfbCCTV-T84-W-25.3-M,nfbVD-T84-W-25.862-N-Loop,0.38291765685705964,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=247
426,nfbCCTV-N1H-N-15.37-M,nfbVD-N1-N-15-O-SE-1-東湖,0.18149363423624873,"http://cctvn01.freeway.gov.tw/vStream.php?pm=160,A40,4"
427,nfbCCTV-N3-S-5.723-M,nfbVD-N3-S-5.870-M-LOOP,0.055850299919788654,"http://cctvn01.freeway.gov.tw/vStream.php?pm=169,A33,2"
428,nfbCCTV-N3-S-395.004-M,nfbVD-N3-S-395.374-M-Loop,0.3285567376782915,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=332
429,nfbCCTV-T64-E-3.71-M,nfbVD-T64-E-3.34-M-OH,0.23587177902801026,http://117.56.170.55/T64-3K%2b715
430,nfbCCTV-N1-S-306.987-M,nfbVD-N1-S-307.000-M-Loop,0.006575589373712056,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=63
431,nfbCCTV-N3-S-13.81-M,nfbVD-N3-S-14.100-M-RS,0.40658433598749527,"http://210.242.179.85/vStream.php?pm=211,A58,5"
432,nfbCCTV-N1-S-262.005-M,nfbVD-N1-S-261.950-M-Loop,0.028571214182188397,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=375
433,nfbCCTV-N1H-S-52.64-M,nfbVD-N1H-S-52.640-M-LOOP,0.020748939369054968,"http://cctvn01.freeway.gov.tw/vStream.php?pm=C1,1521"
434,nfbCCTV-N3-N-208.904-M,nfbVD-N3-N-209-I-EN-1X-北上入口2,0.10075297228578797,http://210.241.63.120/abs2mjpg/bmjpg?camera=273
435,nfbCCTV-N1H-S-27.82-M,nfbVD-N1H-S-27.507-M-LOOP,0.4993620166705882,"http://210.242.179.85/vStream.php?pm=211,A58,46"
436,nfbCCTV-N1H-N-38.624-M,nfbVD-N1-N-39.000-M-RS,0.42618200183336563,"http://cctvn01.freeway.gov.tw/vStream.php?pm=C1,1382"
437,nfbCCTV-N5-S-23.896-M,nfbVD-N5-S-23.910-M-PS,0.011250482722287814,http://202.39.180.202:8081/mjpeg/X01001510211601
438,nfbCCTV-N1-S-158.87-M,nfbVD-N1-S-158.860-N-LOOP,0.008196970035994823,http://210.241.63.120/abs2mjpg/bmjpg?camera=1
439,nfbCCTV-N3-N-212.25-M,nfbVD-N3-N-211-O-SE-1-北上出口,0.2294099910045777,http://210.241.63.120/abs2mjpg/bmjpg?camera=341
440,nfbCCTV-T64-W-5.25-M,nfbVD-T64-W-5.11-M-OH,0.14781973419847133,http://117.56.170.55/T64-5K%2b250
441,nfbCCTV-N3-S-117.38-M,nfbVD-N3-S-117.349-M-LOOP,0.02400191733856459,http://210.241.63.120/abs2mjpg/bmjpg?camera=362
442,nfbCCTV-N3-N-291.625-M,nfbVD-N3-N-291.216-N-Loop,0.2706132110036037,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=177
443,nfbCCTV-T86-E-9.682-M,nfbVD-T86-E-10.086-N-Loop,0.30425436174286125,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=84
444,nfbCCTV-N1H-S-46.451-M,nfbVD-N1H-S-46.451-M-RS,0.02078744604892102,"http://cctvn01.freeway.gov.tw/vStream.php?pm=C2,1460"
445,nfbCCTV-N1H-S-62-M,nfbVD-N1H-S-62.000-M-LOOP,0.03217129791295986,"http://cctvn01.freeway.gov.tw/vStream.php?pm=C0,1620"
446,nfbCCTV-N3-S-292.755-M,nfbVD-N3-S-292.665-M-Loop,0.049783777807351166,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=390
447,nfbCCTV-N10-W-0.746-M,nfbVD-N10-W-0.894-M-Loop,0.1416732563060319,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=110
448,nfbCCTV-N3-N-60.47-M,nfbVD-N3-N-60.500-M-LOOP,0.07816730638366612,"http://cctvn01.freeway.gov.tw/vStream.php?pm=161,A41,3"
449,nfbCCTV-N1-S-40.83-M,nfbVD-N1-S-40.700-N-LOOP,0.13099026150947554,"http://cctvn01.freeway.gov.tw/vStream.php?pm=161,A41,23"
450,nfbCCTV-N5-S-30.38-M,nfbVD-N5-S-32.618-M,1.3499401671379585,http://202.39.180.202:8081/mjpeg/X01001513109901
451,nfbCCTV-N3-S-8.47-M,nfbVD-N3-S-8.640-M-LOOP,0.2002311732535437,"http://210.242.179.85/vStream.php?pm=210,A57,76"
452,nfbCCTV-N1-N-210.88-M,nfbVD-N1-N-211-I-WN-22-北上入口-員林,0.0912155280193648,http://210.241.63.120/abs2mjpg/bmjpg?camera=232
453,nfbCCTV-N3-S-40.98-M,nfbVD-N3-S-41.005-M-LOOP,0.02449792758494418,"http://cctvn01.freeway.gov.tw/vStream.php?pm=162,A42,8"
454,nfbCCTV-N3-N-6.12-M,nfbVD-N3-N-6.230-M-LOOP,0.11474220950803125,"http://210.242.179.85/vStream.php?pm=210,A57,27"
455,nfbCCTV-N1-N-327.1-M,nfbVD-N1-N-327.200-N-Loop,0.051411456106568144,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=71
456,nfbCCTV-N3-S-140.835-M,nfbVD-N3-S-141.256-M-LOOP,0.28847226322421665,http://210.241.63.120/abs2mjpg/bmjpg?camera=253
457,nfbCCTV-T76-E-29.04-M,nfbVD-T76-E-27.000-N-RS,1.3897784883967048,http://210.241.63.120/abs2mjpg/bmjpg?camera=131
458,nfbCCTV-T62-W-1.26-M,nfbVD-T62-W-0.90-M-OH,0.07010244149138316,http://117.56.12.145/T62-1K%2b263
459,nfbCCTV-N1-S-282.7-M,nfbVD-N1-S-283.000-M-RS,0.28343880637879376,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=39
460,nfbCCTV-N1-S-240.4-M,nfbVD-N1-S-240-I-WS-1B-南下入口-斗南,0.10578473875895907,http://210.241.63.120/abs2mjpg/bmjpg?camera=418
461,nfbCCTV-N4-W-3.9-M,nfbVD-N4-W-3.654-M-LOOP,0.2662776758183215,http://210.241.63.120/abs2mjpg/bmjpg?camera=33
462,nfbCCTV-N3A-W-0.708-M,nfbVD-N3A-W-0.782-M-LOOP,0.07342261972757225,"http://cctvn01.freeway.gov.tw/vStream.php?pm=167,A31,3"
463,nfbCCTV-N3-N-293.895-M,nfbVD-N3-N-293.593-M-Loop,0.19048093771518165,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=190
464,nfbCCTV-N1-N-89.3-M,nfbVD-N1-N-89.990-M-LOOP,0.3926925414319319,"http://210.242.179.85/vStream.php?pm=211,A58,26"
465,nfbCCTV-N3-S-28.195-M,nfbVD-N3-S-27.722-M-LOOP,0.14224805224214337,"http://cctvn01.freeway.gov.tw/vStream.php?pm=169,A33,9"
466,nfbCCTV-N3-N-246.53-M,nfbVD-N3-N-246.241-M-LOOP,0.29784165432636533,http://210.241.63.120/abs2mjpg/bmjpg?camera=426
467,nfbCCTV-N1-S-52.77-M,nfbVD-N1-S-52.830-N-LOOP,0.06886452186744264,"http://cctvn01.freeway.gov.tw/vStream.php?pm=161,A41,26"
468,nfbCCTV-N1-S-160.135-M,nfbVD-N1-S-160-O-NW-1-南下出口,0.09905891261946773,http://210.241.63.120/abs2mjpg/bmjpg?camera=359
469,nfbCCTV-N1-S-275.1-M,nfbVD-N1-S-275.165-M-Loop,0.033477184893883405,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=337
470,nfbCCTV-T64-E-24.2-M,nfbVD-T64-E-23-O-1,0.3919649046234385,http://117.56.12.145/T64-24K%2b201
471,nfbCCTV-N3-N-274.354-M,nfbVD-N3-N-275.070-M-RS,0.6048745463269395,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=202
472,nfbCCTV-N3-S-72.3-M,nfbVD-N3-S-72-B-龍潭收費站,0.2658765680422104,"http://cctvn01.freeway.gov.tw/vStream.php?pm=162,A42,18"
473,nfbCCTV-N3-N-19.734-M,nfbVD-N3-N-19.211-M-LOOP,0.09902754502812704,"http://cctvn01.freeway.gov.tw/vStream.php?pm=166,A30,25"
474,nfbCCTV-N3-S-323.374-M,nfbVD-N3-S-324.194-M-Loop,0.4243098082622647,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=224
475,nfbCCTV-N8-E-11.65-M,nfbVD-N8-E-12.410-M-Loop,0.6993330801754444,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=61
476,nfbCCTV-T64-W-5.43-M,nfbVD-T64-W-5.41-M-RS,0.021661447545188738,http://117.56.170.55/T64-5K%2b433
477,nfbCCTV-N3-S-213.401-M,nfbVD-N3-S-213.576-M-LOOP,0.12926892795813907,http://210.241.63.120/abs2mjpg/bmjpg?camera=275
478,nfbCCTV-N1-S-373.61-M,nfbVD-N1-S-374.200-M-RS,0.16754998321708586,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=93
479,nfbCCTV-N1-N-372.41-M,nfbVD-N1-N-372-O-SE-1-Loop,0.15710051440824627,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=136
480,nfbCCTV-N3-S-283.4-M,nfbVD-N3-S-284.475-M-Loop,0.5461669562829986,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=197
481,nfbCCTV-N3A-W-2.57-M,nfbVD-N3A-W-2.548-M-LOOP,0.030774994477689156,"http://210.242.179.85/vStream.php?pm=211,A58,8"
482,nfbCCTV-N3-S-35.27-M,nfbVD-N3-S-35-I-WS-2A-中和-台64,0.35087233593826456,"http://cctvn01.freeway.gov.tw/vStream.php?pm=168,A32,30"
483,nfbCCTV-N3-N-380.725-M,nfbVD-N3-N-380.820-M-Loop,0.05595780836901953,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=396
484,nfbCCTV-N1-S-23.29-M,nfbVD-N1-S-23-I-ES-2C-圓山,0.026484717201169364,"http://cctvn01.freeway.gov.tw/vStream.php?pm=161,A41,18"
485,nfbCCTV-N1H-N-43.6-M,nfbVD-N1-N-43.300-M-LOOP,0.2823954296364244,"http://cctvn01.freeway.gov.tw/vStream.php?pm=C0,1432"
486,nfbCCTV-N3-N-149.511-M,nfbVD-N3-N-149.149-M-LOOP,0.19502296653145534,http://210.241.63.120/abs2mjpg/bmjpg?camera=255
487,nfbCCTV-N3-S-1.72-M,nfbVD-N3-S-1.730-M-LOOP,0.0068930729939965085,"http://cctvn01.freeway.gov.tw/vStream.php?pm=171,A35,5"
488,nfbCCTV-N1-S-251.45-M,nfbVD-N1-S-252.010-M-Loop,0.298811493132506,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=373
489,nfbCCTV-T64-E-11.52-M,nfbVD-T64-E-11-I-4,0.2427245437713483,http://117.56.12.145/T64-11K%2b528
490,nfbCCTV-N1-S-235.75-M,nfbVD-N1-S-235.920-M-LOOP,0.09853658117272619,http://210.241.63.120/abs2mjpg/bmjpg?camera=417
491,nfbCCTV-N3-N-0-M,nfbVD-N3-N-271-O-SE-1-Loop,0.07533335985806863,"http://cctvn01.freeway.gov.tw/vStream.php?pm=163,A43,18"
492,nfbCCTV-T62-E-0.32-M,nfbVD-T62-E-0.25-M-RS,0.0610996501320371,http://117.56.12.145/T62-0K%2b325
493,nfbCCTV-T66-W-19.7-M,nfbVD-T66-W-19.900-M-RS,0.27781041107316756,"http://cctvn01.freeway.gov.tw/vStream.php?pm=168,A32,21"
494,nfbCCTV-T62-W-14.58-M,nfbVD-T62-W-14.60-M-OH,0.003857310392662657,http://117.56.12.145/T62-13K%2b155
495,nfbCCTV-N3-S-60.31-M,nfbVD-N3-S-60.468-M-LOOP,0.2304744538151756,"http://cctvn01.freeway.gov.tw/vStream.php?pm=161,A41,2"
496,nfbCCTV-N3-S-106.4-M,nfbVD-N3-S-106.550-M-LOOP,0.19174044923397338,"http://210.242.179.85/vStream.php?pm=210,A57,36"
497,nfbCCTV-N1-S-140.99-M,nfbVD-N1-S-141.260-M-LOOP,0.14260544174733233,http://210.241.63.120/abs2mjpg/bmjpg?camera=191
498,nfbCCTV-N3K-S-3.11-M,nfbVD-N3-S-271-I-WS-21-Loop,0.41175584452607356,"http://cctvn01.freeway.gov.tw/vStream.php?pm=168,A32,31"
499,nfbCCTV-T74-E-10.126-M,nfbVD-T74-E-10-O-WE-1-東向出口-青海路,0.0021740843767702957,http://210.241.63.120/abs2mjpg/bmjpg?camera=332
500,nfbCCTV-N1-N-154.015-M,nfbVD-N1-N-153.480-M-LOOP,0.42116418857801113,http://210.241.63.120/abs2mjpg/bmjpg?camera=198
501,nfbCCTV-N1-N-269.6-M,nfbVD-N1-N-269.500-M-Loop,0.06524892580327073,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=06
502,nfbCCTV-N1-S-346.79-M,nfbVD-N1-S-346.012-M-Loop,0.4569111676224167,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=100
503,nfbCCTV-N3-N-230.621-M,nfbVD-N3-N-230.704-M-LOOP,0.05843698878277103,http://210.241.63.120/abs2mjpg/bmjpg?camera=282
504,nfbCCTV-T88-W-4.985-M,nfbVD-T88-W-4.251-M-Loop,1.1580921404273508,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=138
505,nfbCCTV-N4-W-14.6-M,nfbVD-N4-W-14.599-N-Loop,0.0034480139125117283,http://210.241.63.120/abs2mjpg/bmjpg?camera=349
506,nfbCCTV-N3-S-70.97-M,nfbVD-N3-S-71.020-M-LOOP,0.05326330255719363,"http://210.242.179.85/vStream.php?pm=211,A58,59"
507,nfbCCTV-N1-S-76.45-M,nfbVD-N1-S-76.300-M-LOOP,0.13299855775380798,"http://210.242.179.85/vStream.php?pm=211,A58,1"
508,nfbCCTV-N1H-S-34.21-M,nfbVD-N1H-S-34.295-M-RS,0.09267629602091965,"http://cctvn01.freeway.gov.tw/vStream.php?pm=C0,1342"
509,nfbCCTV-N1-S-257.09-M,nfbVD-N1-S-257.075-N-Loop,0.008499078101462517,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=27
510,nfbCCTV-N1-N-310.75-M,nfbVD-N1-N-310.700-N-Loop,0.031793902481281826,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=48
511,nfbCCTV-N1-S-161.78-M,nfbVD-N1-S-161.490-M-LOOP,0.17419893116981716,http://210.241.63.120/abs2mjpg/bmjpg?camera=411
512,nfbCCTV-N1-N-356.74-M,nfbVD-N1-N-356.600-N-Loop,0.07230081584925825,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=103
513,nfbCCTV-N8-E-4.14-M,nfbVD-N8-E-4.592-M-Loop,0.4883495365312855,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=398
514,nfbCCTV-N1-S-265.41-M,nfbVD-N1-S-265.600-M-Loop,0.13707851638931978,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=04
515,nfbCCTV-N5-S-21.048-M,nfbVD-N5-S-21.063-M-PS,0.012911742852907256,http://202.39.180.202:8081/mjpeg/X01001510210801
516,nfbCCTV-T86-E-14.909-M,nfbVD-T86-E-15.900-M-RS,0.766064351500008,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=89
517,nfbCCTV-N3-N-274.324-M,nfbVD-N3-N-275.070-M-RS,0.6291892763328865,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=201
518,nfbCCTV-T84-E-37.2-M,nfbVD-T84-E-37.182-M-RS,0.0006508238104349198,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=147
519,nfbCCTV-N3-S-271.905-M,nfbVD-N3-S-271.165-M-Loop,0.37648583584540735,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=157
520,nfbCCTV-N3-S-49.73-M,nfbVD-N3-S-49.000-M-LOOP,0.6229960938537579,"http://cctvn01.freeway.gov.tw/vStream.php?pm=165,A45,1"
521,nfbCCTV-N3-S-18.583-M,nfbVD-N3-S-18.932-M-LOOP,0.36053340167991443,"http://cctvn01.freeway.gov.tw/vStream.php?pm=167,A31,23"
522,nfbCCTV-N1-N-323.009-M,nfbVD-N1-N-323.015-M-Loop,0.003303084060243518,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=91
523,nfbCCTV-N3-N-313.744-M,nfbVD-N3-N-314.436-M-Loop,0.4248441130686094,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=217
524,nfbCCTV-N1-S-35.16-M,nfbVD-N1-S-35-B-泰山收費站,0.14552121224163508,"http://cctvn01.freeway.gov.tw/vStream.php?pm=C2,1352"
525,nfbCCTV-N1-N-300.35-M,nfbVD-N1-N-301.000-M-Loop,0.3432677901408426,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=35
526,nfbCCTV-T88-E-8.269-M,nfbVD-T88-E-8.279-M-RS,0.00631458698034422,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=144
527,nfbCCTV-N1H-N-28.2-M,nfbVD-N1H-N-28.545-M-LOOP,0.34674568393409666,"http://210.242.179.85/vStream.php?pm=210,A57,6"
528,nfbCCTV-T64-E-14.87-M,nfbVD-T64-E-16-O-1,0.05520133330794191,http://117.56.12.145/T64-14K%2b872
529,nfbCCTV-N3-N-356.915-M,nfbVD-N3-N-357-I-WN-1-Loop,0.05156060002827227,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=252
530,nfbCCTV-T72-W-30.182-M,nfbVD-T72-W-30.092-M-OH,0.08944842709648726,http://210.241.63.120/abs2mjpg/bmjpg?camera=318
531,nfbCCTV-N3-N-159.5-M,nfbVD-N3-N-157.600-M-LOOP,1.0230127130379139,http://210.241.63.120/abs2mjpg/bmjpg?camera=421
532,nfbCCTV-N3-N-378.705-M,nfbVD-N3-N-378.687-M-Loop,0.01478793549342657,http://wwwvbs.sfreeway.gov.tw/live-view/mjpg/video.cgi?camera=272
533,nfbCCTV-N2-E-0.4-M,nfbVD-N2-E-0.460-M-RS,0.052301097475523035,"http://cctvn01.freeway.gov.tw/vStream.php?pm=162,A42,3"
